observed_on,description,scientific_name,common_name,taxon_order_name,taxon_family_name,field:perching on
16/11/2022,,Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
16/11/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
16/11/2022,,Meconema meridionale,Southern Oak Bush-cricket,Orthoptera,Tettigoniidae,
16/11/2022,,Drapetisca socialis,Invisible Spider,Araneae,Linyphiidae,
16/11/2022,,Drapetisca socialis,Invisible Spider,Araneae,Linyphiidae,
16/11/2022,,Dicranopalpus ramosus,Fork-palped Harvestman Complex,Opiliones,Phalangiidae,
18/07/2022,,Bombus terrestris audax,,Hymenoptera,Apidae,
18/07/2022,,Bombus terrestris audax,,Hymenoptera,Apidae,
13/11/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
17/11/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
17/11/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
17/11/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
17/11/2022,Beaten from Hawthorn (Crataegus sp),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
17/11/2022,Beaten from Hawthorn (Crataegus sp),Paradromius linearis,,Coleoptera,Carabidae,
17/11/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
17/11/2022,,Noctua comes,Lesser Yellow Underwing,Lepidoptera,Noctuidae,
17/11/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
17/11/2022,Beaten from Hawthorn (Crataegus sp),Bruchidius imbricornis,,Coleoptera,Chrysomelidae,
18/11/2022,,Tachystola acroxantha,Ruddy streak,Lepidoptera,Oecophoridae,
18/11/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
18/11/2022,,Oxychilus draparnaudi,Draparnaud's Glass Snail,Stylommatophora,Oxychilidae,
18/11/2022,,Tetranychus lintearius,Gorse Spider Mite,Trombidiformes,Tetranychidae,
18/11/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
18/11/2022,"There were two of these, and they were at least 1.5cm.
",Deroceras reticulatum,Netted Field Slug,Stylommatophora,Agriolimacidae,
18/11/2022,"There were other slugs and snails under this very old log, but apart from L. maculatus they were small. So I have guessed that the eggs were from the L. maculatus.

There were also Arion hortensis, Oxychilus draparnaudi and Derocerus reticulatum. 

See https://www.inaturalist.org/observations?nelat=51.483025703337105&nelng=-0.14884667471051216&on=2022-11-18&place_id=any&subview=grid&swlat=51.48210700918648&swlng=-0.15276269987225533&user_id=cf125&verifiable=any",Limacus maculatus,Green Cellar Slug,Stylommatophora,Limacidae,
18/11/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
18/11/2022,Found under a log,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
18/11/2022,Nymph unsure of type of shield bug though ,Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
18/11/2022,,Kleidocerys resedae,Birch Catkin Bug,Hemiptera,Lygaeidae,
18/11/2022,,Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
19/11/2022,,Chloroclysta siterata,Red-green Carpet,Lepidoptera,Geometridae,
19/11/2022,,Acleris sparsana,Ashy Button,Lepidoptera,Tortricidae,
19/11/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
19/11/2022,,Anyphaena accentuata,Buzzing Spider,Araneae,Anyphaenidae,
18/11/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
18/11/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
19/11/2022,,Oxychilus draparnaudi,Draparnaud's Glass Snail,Stylommatophora,Oxychilidae,
08/05/2022,,Hamearis lucina,Duke of Burgundy,Lepidoptera,Riodinidae,
20/11/2022,,Epiphyas postvittana,Light Brown Apple Moth,Lepidoptera,Tortricidae,
19/11/2022,,Eristalinae,Drone Flies and Allies,Diptera,Syrphidae,
20/11/2022,Beaten from Oak (Quercus sp),Ballus chalybeius,Oak Jumping Spider,Araneae,Salticidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Cartodere bifasciata,,Coleoptera,Latridiidae,
20/11/2022,Beaten from Holm Oak (Quercus sp),Demetrias atricapillus,,Coleoptera,Carabidae,
20/11/2022,,Idaea seriata,Small Dusty Wave,Lepidoptera,Geometridae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Elasmucha grisea,Parent Bug,Hemiptera,Acanthosomatidae,
20/11/2022,Beaten from Oak (Quercus sp),Exochomus quadripustulatus,Pine Ladybird,Coleoptera,Coccinellidae,
20/11/2022,Beaten from Oak (Quercus sp),Sargus bipunctatus,Twin-Spot Centurion Fly,Diptera,Stratiomyidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Piezodorus lituratus,Gorse Shield Bug,Hemiptera,Pentatomidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Elasmucha grisea,Parent Bug,Hemiptera,Acanthosomatidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Diaea dorsata,Eurasian Green Crab Spider,Araneae,Thomisidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Elasmucha grisea,Parent Bug,Hemiptera,Acanthosomatidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Philodromus buchari,,Araneae,Philodromidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Paradromius linearis,,Coleoptera,Carabidae,
20/11/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
18/11/2022,Beaten from Holm Oak (Quercus ilex),Zygina lunaris,,Hemiptera,Cicadellidae,
18/11/2022,Beaten from Oak (Quercus sp),Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
18/11/2022,Beaten from Oak (Quercus sp),Eupeodes,Aphideaters,Diptera,Syrphidae,
18/11/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
21/11/2022,,Erannis defoliaria,Mottled Umber,Lepidoptera,Geometridae,
21/11/2022,,Erannis defoliaria,Mottled Umber,Lepidoptera,Geometridae,
25/10/2022,Exif_JPEG_420,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
21/11/2022,,Pholcus phalangioides,Long-bodied Cellar Spider,Araneae,Pholcidae,
22/11/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
16/09/2022,,Dorcus parallelipipedus,Lesser Stag Beetle,Coleoptera,Lucanidae,
22/11/2022,,Sargus bipunctatus,Twin-Spot Centurion Fly,Diptera,Stratiomyidae,
22/11/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
22/11/2022,Mild sunny day 15 C ,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
22/11/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
22/11/2022,With Andricus lucidus and A. aries,Andricus kollari,Oak Marble Gall Wasp,Hymenoptera,Cynipidae,
22/11/2022,,Andricus lucidus,Hedgehog Gall Wasp,Hymenoptera,Cynipidae,
22/11/2022,,Andricus aries,Ram's Horn Gall Wasp,Hymenoptera,Cynipidae,
22/11/2022,,Andricus aries,Ram's Horn Gall Wasp,Hymenoptera,Cynipidae,
23/11/2022,In spinach bag... ,Amblyteles armatorius,,Hymenoptera,Ichneumonidae,
11/06/2022,,Eristalis tenax,Common Drone Fly,Diptera,Syrphidae,
13/06/2022,,Grammoptera ruficornis,common grammoptera,Coleoptera,Cerambycidae,
13/06/2022,,Myrmica,Furrowed Ants,Hymenoptera,Formicidae,
13/06/2022,,Anthophila fabriciana,Common Nettle-tap,Lepidoptera,Choreutidae,
13/06/2022,For black beetles.,Grammoptera ruficornis,common grammoptera,Coleoptera,Cerambycidae,
13/06/2022,"For larger, left mirid",Closterotomus trivialis,trivial plant bug,Hemiptera,Miridae,
13/06/2022,"for small, brown beetle under the flower. on Common Hogweed",Anaspis maculata,,Coleoptera,Scraptiidae,
13/06/2022,dead-centre,Grammoptera ruficornis,common grammoptera,Coleoptera,Cerambycidae,
13/06/2022,,Hypena proboscidalis,The Snout,Lepidoptera,Erebidae,
13/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
13/06/2022,,Liocoris tripustulatus,Three Spotted Nettle Bug,Hemiptera,Miridae,
18/11/2022,On dead standing Sycamore (Acer pseudoplatanus),Melanophora roralis,Smoky-winged Woodlouse Fly,Diptera,Rhinophoridae,
15/06/2022,,Aproceros leucopoda,Zigzag Elm Fusehorn,Hymenoptera,Argidae,
15/06/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
15/06/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
05/06/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
05/06/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
23/11/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
06/04/2022,,Drosophila repleta,,Diptera,Drosophilidae,
24/11/2022,On Burdock,Phytomyza lappae,,Diptera,Agromyzidae,
24/11/2022,,Rhyparochromus vulgaris,bright-spotted groundbug,Hemiptera,Rhyparochromidae,
23/11/2022,,Scymnus suturalis,Pine Dusky Lady Beetle,Coleoptera,Coccinellidae,
23/11/2022,,Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
23/11/2022,,Myrrha octodecimguttata,18-spot Ladybird,Coleoptera,Coccinellidae,
23/11/2022,,Tytthaspis sedecimpunctata,16-spot Ladybird,Coleoptera,Coccinellidae,
23/11/2022,,Leptoglossus occidentalis,Western Conifer Seed Bug,Hemiptera,Coreidae,
23/11/2022,,Harmonia quadripunctata,Cream-streaked Ladybird,Coleoptera,Coccinellidae,
25/11/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
25/11/2022,,Meliscaeva auricollis,Spotted Thintail,Diptera,Syrphidae,
25/11/2022,,Meliscaeva auricollis,Spotted Thintail,Diptera,Syrphidae,
25/11/2022,,Meliscaeva auricollis,Spotted Thintail,Diptera,Syrphidae,
17/11/2022,,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
25/11/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
25/11/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
25/11/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
25/11/2022,found on a pillar and moved to a nearby bramble flower,Syrphus,Common Flower Flies,Diptera,Syrphidae,
25/11/2022,,Diaea dorsata,Eurasian Green Crab Spider,Araneae,Thomisidae,
25/11/2022,,Paroligolophus agrestis,,Opiliones,Phalangiidae,
25/11/2022,,Nuctenea umbratica,Walnut Orbweaver,Araneae,Araneidae,
25/11/2022,,Metellina merianae,Shaded Orbweaver,Araneae,Tetragnathidae,
25/11/2022,,Amaurobius fenestralis,Amaurobius fenestralis Group,Araneae,Amaurobiidae,
25/11/2022,huge one so presumably fully grown,Nuctenea umbratica,Walnut Orbweaver,Araneae,Araneidae,
25/11/2022,,Cornu aspersum,Garden Snail,Stylommatophora,Helicidae,
25/11/2022,,Hygromia cinctella,Girdled Snail,Stylommatophora,Hygromiidae,
25/11/2022,,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
25/11/2022,,Metellina merianae,Shaded Orbweaver,Araneae,Tetragnathidae,
25/11/2022,bad focus,Nuctenea umbratica,Walnut Orbweaver,Araneae,Araneidae,
25/11/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
18/11/2022,On Lamium purpureum,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
26/11/2022,,Chloroclysta siterata,Red-green Carpet,Lepidoptera,Geometridae,
26/11/2022,,Chrysolina americana,Rosemary Beetle,Coleoptera,Chrysomelidae,
26/11/2022,,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
26/11/2022,On the rim of a dog waste bin,Anyphaena numida,,Araneae,Anyphaenidae,
27/11/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
27/11/2022,,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
07/08/2022,,Coenonympha pamphilus,Small Heath,Lepidoptera,Nymphalidae,
26/11/2022,There were still bees flying about. 26/11/22,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
27/11/2022,,Lophopilio palpinalis,,Opiliones,Phalangiidae,
27/11/2022,,Trioza centranthi,valerian psyllid,Hemiptera,Triozidae,
27/11/2022,,Hygromia cinctella,Girdled Snail,Stylommatophora,Hygromiidae,
27/11/2022,"on bare soil mound in a forested area. 

appears to be the first for TQ26 and Sutton.",Dicranopalpus larvatus,,Opiliones,Phalangiidae,
27/11/2022,,Cyclosa conica,Conical Trashline Orbweaver,Araneae,Araneidae,
27/11/2022,,Hygromia cinctella,Girdled Snail,Stylommatophora,Hygromiidae,
27/11/2022,,Drapetisca socialis,Invisible Spider,Araneae,Linyphiidae,
27/11/2022,"on Rubus leaves, about a metre up",Dicranopalpus larvatus,,Opiliones,Phalangiidae,
27/11/2022,,Trioza centranthi,valerian psyllid,Hemiptera,Triozidae,
27/11/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
27/11/2022,,Cornu aspersum,Garden Snail,Stylommatophora,Helicidae,
27/11/2022,,Cornu aspersum,Garden Snail,Stylommatophora,Helicidae,
28/11/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
28/11/2022,,Agriopis aurantiaria,Scarce Umber Moth,Lepidoptera,Geometridae,
28/11/2022,,Chloroclysta siterata,Red-green Carpet,Lepidoptera,Geometridae,
28/11/2022,,Tachystola acroxantha,Ruddy streak,Lepidoptera,Oecophoridae,
28/11/2022,Mild November day,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
28/11/2022,On Mahonia CV during mild November day,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
28/11/2022,Under Horse Chestnut (Aesculus hippocastanum) log,Ocypus olens,Devil's Coach Horse Beetle,Coleoptera,Staphylinidae,
28/11/2022,,Sympetrum striolatum,Common Darter,Odonata,Libellulidae,
28/11/2022,Found in our house not sure what it is,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
28/11/2022,Under log,Dicranopalpus larvatus,,Opiliones,Phalangiidae,
28/11/2022,Under Poplar (Populus sp.) bark,Hololepta plana,Flat Clown Beetle,Coleoptera,Histeridae,
14/11/2022,,Hygromia cinctella,Girdled Snail,Stylommatophora,Hygromiidae,
29/11/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
27/11/2022,,Salticus scenicus,Zebra Jumping Spider,Araneae,Salticidae,
29/11/2022,,Erannis defoliaria,Mottled Umber,Lepidoptera,Geometridae,
29/11/2022,29/11/2022,Abax parallelepipedus,,Coleoptera,Carabidae,
04/05/2022,,Pterostichus madidus,Black Clock,Coleoptera,Carabidae,
15/03/2022,,Abax parallelepipedus,,Coleoptera,Carabidae,
03/03/2022,,Abax parallelepipedus,,Coleoptera,Carabidae,
15/03/2022,,Pterostichus madidus,Black Clock,Coleoptera,Carabidae,
16/04/2022,,Pyrochroa coccinea,Black-headed Cardinal Beetle,Coleoptera,Pyrochroidae,
16/04/2022,Found on deadwood with King Alfred's Cakes (Daldinia concentrica),Platyrhinus resinosus,Resin Weevil,Coleoptera,Anthribidae,
20/09/2022,,Carabus problematicus,Rough Violet Ground Beetle,Coleoptera,Carabidae,
26/11/2022,,Opilio canestrinii,Canestrini's Harvestman,Opiliones,Phalangiidae,
29/11/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/11/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
30/11/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
07/07/2022,Very large black staphylinid.,Ocypus olens,Devil's Coach Horse Beetle,Coleoptera,Staphylinidae,
30/11/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
20/10/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
21/10/2022,,Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
23/10/2022,,Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
23/10/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
27/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
27/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
27/06/2022,on Common Oak. nest vanished later; unsure if this was it dying out or human,Thaumetopoea processionea,Oak Processionary,Lepidoptera,Notodontidae,
27/06/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
02/12/2022,,Trioza centranthi,valerian psyllid,Hemiptera,Triozidae,
03/12/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
10/10/2022,,Lochmaea capreae,Willow Leaf Beetle,Coleoptera,Chrysomelidae,
03/12/2022,,Segestria florentina,Green-Fanged Tube Web Spider,Araneae,Segestriidae,
03/12/2022,,Galeruca tanaceti,black-punctured leaf beetle,Coleoptera,Chrysomelidae,
03/12/2022,,Pholcus phalangioides,Long-bodied Cellar Spider,Araneae,Pholcidae,
03/12/2022,,Scathophaga stercoraria,Yellow Dung Fly,Diptera,Scathophagidae,
26/11/2022,,Andricus kollari,Oak Marble Gall Wasp,Hymenoptera,Cynipidae,
14/11/2022,,Amblyptilia acanthadactyla,Beautiful Plume Moth,Lepidoptera,Pterophoridae,
04/12/2022,,Hygromia cinctella,Girdled Snail,Stylommatophora,Hygromiidae,
04/12/2022,,Meconema meridionale,Southern Oak Bush-cricket,Orthoptera,Tettigoniidae,
04/12/2022,,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
04/12/2022,,Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
04/12/2022,,Aceria ilicis,Holm Oak Felt Gall Mite,Sarcoptiformes,Eriophyidae,
04/12/2022,,Tetranychus urticae,Twospotted Spider Mite,Trombidiformes,Tetranychidae,
04/12/2022,,Andricus kollari,Oak Marble Gall Wasp,Hymenoptera,Cynipidae,
04/12/2022,,Aceria ilicis,Holm Oak Felt Gall Mite,Sarcoptiformes,Eriophyidae,
05/12/2022,,Chrysolina americana,Rosemary Beetle,Coleoptera,Chrysomelidae,
05/12/2022,,Philodromus dispar,house crab-spider,Araneae,Philodromidae,
06/12/2022,,Diplolepis rosae,Robin's Pincushion Gall Wasp,Hymenoptera,Diplolepididae,
06/12/2022,,Steatoda grossa,False Black Widow,Araneae,Theridiidae,
06/12/2022,,Syrphus,Common Flower Flies,Diptera,Syrphidae,
07/12/2022,,Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
07/12/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
08/10/2022,,Celastrina argiolus,Holly Blue,Lepidoptera,Lycaenidae,
07/12/2022,About 2cm,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
07/12/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
07/10/2022,I found this garden spider curled up in a dying chestnut leaf. I am so proud of this photo that I entered it into the Wildlife Photographer of the Year competition at the NHM,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
10/12/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
10/12/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
08/12/2022,,Cynips quercusfolii,Cherry Gall Wasp,Hymenoptera,Cynipidae,
10/12/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
03/12/2022,,Cepaea nemoralis,Brown-lipped Snail,Stylommatophora,Helicidae,
11/12/2022,,Marpissa muscosa,Fencepost jumping spider,Araneae,Salticidae,
11/12/2022,,Dichomeris marginella,Juniper Webworm Moth,Lepidoptera,Gelechiidae,
11/12/2022,,Idaea rusticata,Least Carpet,Lepidoptera,Geometridae,
11/12/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
11/12/2022,,Blastobasis adustella,Dingy Dowd,Lepidoptera,Blastobasidae,
11/12/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
11/12/2022,,Neriene peltata,,Araneae,Linyphiidae,
11/12/2022,,Phytomyza ilicis,European Holly Leafminer,Diptera,Agromyzidae,
11/12/2022,,Nuctenea umbratica,Walnut Orbweaver,Araneae,Araneidae,
11/12/2022,,Amaurobius fenestralis,Amaurobius fenestralis Group,Araneae,Amaurobiidae,
11/12/2022,,Cornu aspersum,Garden Snail,Stylommatophora,Helicidae,
11/12/2022,,Metellina merianae,Shaded Orbweaver,Araneae,Tetragnathidae,
11/12/2022,,Paroligolophus agrestis,,Opiliones,Phalangiidae,
11/12/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
11/12/2022,,Paroligolophus agrestis,,Opiliones,Phalangiidae,
08/12/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
07/12/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
07/12/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
12/12/2022,,Pseudeuophrys lanigera,House Jumping Spider,Araneae,Salticidae,
12/12/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
13/12/2022,,Autographa gamma,Silver Y,Lepidoptera,Noctuidae,
26/07/2022,,Euplagia quadripunctaria,Jersey Tiger,Lepidoptera,Erebidae,
25/07/2022,,Pieris brassicae,Large White,Lepidoptera,Pieridae,
14/12/2022,,Otiorhynchus sulcatus,Black Vine Weevil,Coleoptera,Curculionidae,
09/12/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
16/12/2022,,Aculops fuchsiae,Fuchsia Gall Mite,Sarcoptiformes,Eriophyidae,
17/12/2022,~1cm across in its current state (not full legspan),Steatoda grossa,False Black Widow,Araneae,Theridiidae,
16/12/2022,Beaten from Hawthorn (Crataegus sp),Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
18/12/2022,,Phytomyza ilicis,European Holly Leafminer,Diptera,Agromyzidae,
18/12/2022,,Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
17/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
17/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
16/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
08/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
07/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
07/12/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
19/12/2022,,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
19/12/2022,,Phytomyza ilicis,European Holly Leafminer,Diptera,Agromyzidae,
20/12/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
20/12/2022,,Hygromia cinctella,Girdled Snail,Stylommatophora,Hygromiidae,
20/12/2022,,Araniella cucurbitina,Cucumber Green Spider,Araneae,Araneidae,
20/12/2022,,Limacus maculatus,Green Cellar Slug,Stylommatophora,Limacidae,
20/12/2022,,Ambigolimax,Threeband Slugs,Stylommatophora,Limacidae,
20/12/2022,,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
21/12/2022,Sorry for the bad pictures,Pseudeuophrys lanigera,House Jumping Spider,Araneae,Salticidae,
20/12/2022,,Amblyptilia acanthadactyla,Beautiful Plume Moth,Lepidoptera,Pterophoridae,
21/12/2022,,Limacus maculatus,Green Cellar Slug,Stylommatophora,Limacidae,
22/12/2022,,Poecilocampa populi,December Moth,Lepidoptera,Lasiocampidae,
22/12/2022,,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
22/12/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
22/12/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
22/12/2022,,Erannis defoliaria,Mottled Umber,Lepidoptera,Geometridae,
22/12/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
21/12/2022,,Epiphyas postvittana,Light Brown Apple Moth,Lepidoptera,Tortricidae,
22/12/2022,Beaten from Hawthorn (Crataegus sp),Campaea margaritaria,Light Emerald,Lepidoptera,Geometridae,
22/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
22/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
22/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
22/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
22/12/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
23/12/2022,,Leiobunum blackwalli,,Opiliones,Sclerosomatidae,
17/08/2022,,Hecatera dysodea,Small Ranunculus,Lepidoptera,Noctuidae,
10/06/2022,,Trochulus striolatus,Strawberry Snail,Stylommatophora,Hygromiidae,
10/06/2022,,Araniella,Cucumber Spiders,Araneae,Araneidae,
10/06/2022,,Philodromus aureolus,,Araneae,Philodromidae,
09/06/2022,web-building on Garden Mint,Enoplognatha ovata,Candy-striped Spider complex,Araneae,Theridiidae,
10/06/2022,,Araniella,Cucumber Spiders,Araneae,Araneidae,
30/10/2022,,Erannis defoliaria,Mottled Umber,Lepidoptera,Geometridae,
24/12/2022,,Cynips quercusfolii,Cherry Gall Wasp,Hymenoptera,Cynipidae,
09/08/2022,Feeding on honysuckle.,Macroglossum stellatarum,Eurasian Hummingbird Hawkmoth,Lepidoptera,Sphingidae,
24/12/2022,Dug up from planter filled with sand from old rockery,Agrius convolvuli,Convolvulus Hawkmoth,Lepidoptera,Sphingidae,
24/12/2022,,Mangora acalypha,Cricket-bat Orbweaver,Araneae,Araneidae,
24/12/2022,Beaten from Hawthorn (Crataegus sp),Ledra aurita,Horned Leafhopper,Hemiptera,Cicadellidae,
24/12/2022,Beaten from Hawthorn (Crataegus sp),Pogonocherus hispidus,lesser thorn-tipped longhorn beetle,Coleoptera,Cerambycidae,
24/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
24/12/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
